site_id,year,month,day,x_transect,location,species_lump,pc_point_type,tidal_elevation
12,2001,7,7,0,5.8,Mytilus californianus,full_points,1.88667
12,2001,7,7,0,6,Mytilus californianus,full_points,1.58168
12,2001,7,7,0,6.4,Mytilus californianus,full_points,0.98667
12,2001,7,7,0,7.8,Mytilus californianus,full_points,1.8467
12,2001,7,7,0,8,Mytilus californianus,full_points,1.85667
12,2001,7,7,0,8.2,Mytilus californianus,full_points,1.72169
12,2001,7,7,0,8.4,Mytilus californianus,full_points,1.58667
12,2001,7,7,0,8.6,Mytilus californianus,full_points,1.18667
12,2001,7,7,0,8.8,Mytilus californianus,full_points,1.14343
12,2001,7,7,0,9,Mytilus californianus,full_points,1.10009
12,2001,7,7,0,9.2,Mytilus californianus,full_points,1.05667
12,2001,7,7,0,10.2,Mytilus californianus,full_points,1.19174
12,2001,7,7,0,10.4,Mytilus californianus,full_points,1.86667
12,2001,7,7,0,10.6,Mytilus californianus,full_points,1.93702
12,2001,7,7,0,10.8,Mytilus californianus,full_points,2.00713
12,2001,7,7,0,11,Mytilus californianus,full_points,2.07709
12,2001,7,7,0,11.2,Mytilus californianus,full_points,2.14701
12,2001,7,7,0,11.4,Mytilus californianus,full_points,2.21688
12,2001,7,7,0,11.8,Mytilus californianus,full_points,2.22832
12,2001,7,7,0,12,Mytilus californianus,full_points,2.16989
12,2001,7,7,0,12.6,Mytilus californianus,full_points,1.99407
12,2001,7,7,0,12.8,Mytilus californianus,full_points,1.93544
12,2001,7,7,0,13,Mytilus californianus,full_points,1.87667
12,2001,7,7,0,13.2,Mytilus californianus,full_points,1.67667
12,2001,7,7,0,13.4,Mytilus californianus,full_points,1.73667
12,2001,7,7,0,13.6,Mytilus californianus,full_points,1.84346
12,2001,7,7,0,13.8,Mytilus californianus,full_points,1.95012
12,2001,7,7,0,14,Mytilus californianus,full_points,2.05667
12,2001,7,7,0,14.2,Mytilus californianus,full_points,2.02282
12,2001,7,7,0,14.4,Mytilus californianus,full_points,1.98891
12,2001,7,7,0,14.6,Mytilus californianus,full_points,1.95478
12,2001,7,7,0,14.8,Mytilus californianus,full_points,1.92074
12,2001,7,7,0,15,Mytilus californianus,full_points,1.88667
12,2001,7,7,0,15.2,Mytilus californianus,full_points,1.76243
12,2001,7,7,0,15.4,Mytilus californianus,full_points,1.63813
12,2001,7,7,0,15.6,Mytilus californianus,full_points,1.51378
12,2001,7,7,0,16,Mytilus californianus,full_points,1.265
12,2001,7,7,0,16.2,Mytilus californianus,full_points,0.97834
12,2001,7,7,0,16.4,Mytilus californianus,full_points,0.81978
12,2001,7,7,0,16.6,Mytilus californianus,full_points,0.78927
12,2001,7,7,0,16.8,Mytilus californianus,full_points,0.75875
12,2001,7,7,0,17,Mytilus californianus,full_points,0.72836
12,2001,7,7,0,17.2,Mytilus californianus,full_points,0.69773
12,2001,7,7,0,17.4,Mytilus californianus,full_points,0.66711
12,2001,7,7,0,17.6,Mytilus californianus,full_points,0.6367
12,2001,7,7,0,18,Mytilus californianus,full_points,0.575
12,2001,7,7,3,5.6,Mytilus californianus,full_points,2.1633
12,2001,7,7,3,7.8,Mytilus californianus,full_points,2.00667
12,2001,7,7,3,8,Mytilus californianus,full_points,2.0466
12,2001,7,7,3,8.4,Mytilus californianus,full_points,1.97667
12,2001,7,7,3,8.6,Mytilus californianus,full_points,2.08667
12,2001,7,7,3,8.8,Mytilus californianus,full_points,2.13445
12,2001,7,7,3,9,Mytilus californianus,full_points,2.18235
12,2001,7,7,3,9.2,Mytilus californianus,full_points,2.23042
12,2001,7,7,3,9.4,Mytilus californianus,full_points,2.27852
12,2001,7,7,3,9.8,Mytilus californianus,full_points,2.26667
12,2001,7,7,3,10.2,Mytilus californianus,full_points,1.74668
12,2001,7,7,3,10.4,Mytilus californianus,full_points,1.48667
12,2001,7,7,3,10.6,Mytilus californianus,full_points,0.87667
12,2001,7,7,3,10.8,Mytilus californianus,full_points,1.88667
12,2001,7,7,3,11,Mytilus californianus,full_points,2.10667
12,2001,7,7,3,11.2,Mytilus californianus,full_points,2.21671
12,2001,7,7,3,11.4,Mytilus californianus,full_points,2.32667
12,2001,7,7,3,11.6,Mytilus californianus,full_points,2.34343
12,2001,7,7,3,12,Mytilus californianus,full_points,2.37667
12,2001,7,7,3,12.2,Mytilus californianus,full_points,2.36674
12,2001,7,7,3,12.4,Mytilus californianus,full_points,2.35667
12,2001,7,7,3,12.8,Mytilus californianus,full_points,2.09667
12,2001,7,7,3,13,Mytilus californianus,full_points,2.03667
12,2001,7,7,3,13.4,Mytilus californianus,full_points,1.8448
12,2001,7,7,3,13.6,Mytilus californianus,full_points,1.74882
12,2001,7,7,3,14.2,Mytilus californianus,full_points,1.23667
12,2001,7,7,3,15,Mytilus californianus,full_points,0.61667
12,2001,7,7,3,15.6,Mytilus californianus,full_points,1.06667
12,2001,7,7,3,15.8,Mytilus californianus,full_points,1.14164
12,2001,7,7,3,16,Mytilus californianus,full_points,1.21667
12,2001,7,7,3,16.2,Mytilus californianus,full_points,1.24166
12,2001,7,7,3,16.4,Mytilus californianus,full_points,1.26667
12,2001,7,7,3,16.8,Mytilus californianus,full_points,1.18665
12,2001,7,7,3,17,Mytilus californianus,full_points,1.14667
12,2001,7,7,3,17.2,Mytilus californianus,full_points,1.12665
12,2001,7,7,3,17.4,Mytilus californianus,full_points,1.10663
12,2001,7,7,3,17.6,Mytilus californianus,full_points,1.08659
12,2001,7,7,3,17.8,Mytilus californianus,full_points,1.06668
12,2001,7,7,3,18,Mytilus californianus,full_points,1.04667
12,2001,7,7,3,18.2,Mytilus californianus,full_points,1.02672
12,2001,7,7,3,18.4,Mytilus californianus,full_points,1.00668
12,2001,7,7,3,18.6,Mytilus californianus,full_points,0.98668
12,2001,7,7,3,18.8,Mytilus californianus,full_points,0.96667
12,2001,7,7,3,19,Mytilus californianus,full_points,0.90667
12,2001,7,7,3,19.2,Mytilus californianus,full_points,0.8067
12,2001,7,7,3,19.4,Mytilus californianus,full_points,0.70669
12,2001,7,7,3,19.6,Mytilus californianus,full_points,0.60667
12,2001,7,7,3,19.8,Mytilus californianus,full_points,0.62005
12,2001,7,7,6,1.6,Mytilus californianus,full_points,2.12646
12,2001,7,7,6,3.4,Mytilus californianus,full_points,1.96643
12,2001,7,7,6,4,Mytilus californianus,full_points,1.93667
12,2001,7,7,6,4.2,Mytilus californianus,full_points,1.84663
12,2001,7,7,6,7,Mytilus californianus,full_points,2.61667
12,2001,7,7,6,8.8,Mytilus californianus,full_points,2.41672
12,2001,7,7,6,9.2,Mytilus californianus,full_points,2.39878
12,2001,7,7,6,9.4,Mytilus californianus,full_points,2.39092
12,2001,7,7,6,9.8,Mytilus californianus,full_points,2.37484
12,2001,7,7,6,10.2,Mytilus californianus,full_points,2.23168
12,2001,7,7,6,10.6,Mytilus californianus,full_points,2.12667
12,2001,7,7,6,10.8,Mytilus californianus,full_points,2.18171
12,2001,7,7,6,11.6,Mytilus californianus,full_points,0.89667
12,2001,7,7,6,12,Mytilus californianus,full_points,2.17667
12,2001,7,7,6,12.2,Mytilus californianus,full_points,2.19412
12,2001,7,7,6,12.4,Mytilus californianus,full_points,2.21159
12,2001,7,7,6,12.8,Mytilus californianus,full_points,2.24667
12,2001,7,7,6,13,Mytilus californianus,full_points,2.2126
12,2001,7,7,6,13.2,Mytilus californianus,full_points,2.17877
12,2001,7,7,6,13.4,Mytilus californianus,full_points,2.14486
12,2001,7,7,6,13.6,Mytilus californianus,full_points,2.11081
12,2001,7,7,6,13.8,Mytilus californianus,full_points,2.07667
12,2001,7,7,6,14,Mytilus californianus,full_points,1.91667
12,2001,7,7,6,14.2,Mytilus californianus,full_points,1.86667
12,2001,7,7,6,14.4,Mytilus californianus,full_points,1.91667
12,2001,7,7,6,14.6,Mytilus californianus,full_points,1.88005
12,2001,7,7,6,14.8,Mytilus californianus,full_points,1.84341
12,2001,7,7,6,15,Mytilus californianus,full_points,1.80667
12,2001,7,7,6,15.4,Mytilus californianus,full_points,1.68667
12,2001,7,7,6,15.6,Mytilus californianus,full_points,1.58352
12,2001,7,7,6,15.8,Mytilus californianus,full_points,1.48005
12,2001,7,7,6,16,Mytilus californianus,full_points,1.37667
12,2001,7,7,6,16.2,Mytilus californianus,full_points,1.15653
12,2001,7,7,6,16.4,Mytilus californianus,full_points,0.93648
12,2001,7,7,6,16.6,Mytilus californianus,full_points,0.71647
12,2001,7,7,6,16.8,Mytilus californianus,full_points,0.49653
12,2001,7,7,6,17,Mytilus californianus,full_points,0.27667
12,2001,7,7,6,17.8,Mytilus californianus,full_points,0.44667
12,2001,7,7,6,18,Mytilus californianus,full_points,0.49667
12,2001,7,7,6,18.8,Mytilus californianus,full_points,0.66667
12,2001,7,7,6,19,Mytilus californianus,full_points,0.76667
12,2001,7,7,6,19.2,Mytilus californianus,full_points,0.84339
12,2001,7,7,6,19.4,Mytilus californianus,full_points,0.92007
12,2001,7,7,6,19.6,Mytilus californianus,full_points,0.99667
12,2001,7,7,6,19.8,Mytilus californianus,full_points,0.97667
12,2001,7,7,6,20.2,Mytilus californianus,full_points,0.81021
12,2001,7,7,6,20.4,Mytilus californianus,full_points,0.77354
12,2001,7,7,6,20.6,Mytilus californianus,full_points,0.73673
12,2001,7,7,6,20.8,Mytilus californianus,full_points,0.69976
12,2001,7,7,6,21.6,Mytilus californianus,full_points,0.55069
12,2001,7,7,6,21.8,Mytilus californianus,full_points,0.51289
12,2001,7,7,6,22,Mytilus californianus,full_points,0.475
12,2001,7,7,9,2.8,Mytilus californianus,full_points,1.52069
12,2001,7,7,9,9.6,Mytilus californianus,full_points,2.67667
12,2001,7,7,9,10,Mytilus californianus,full_points,2.3221
12,2001,7,7,9,10.2,Mytilus californianus,full_points,2.32691
12,2001,7,7,9,10.4,Mytilus californianus,full_points,2.33192
12,2001,7,7,9,10.6,Mytilus californianus,full_points,2.33697
12,2001,7,7,9,10.8,Mytilus californianus,full_points,2.34177
12,2001,7,7,9,11,Mytilus californianus,full_points,2.34667
12,2001,7,7,9,11.2,Mytilus californianus,full_points,2.32066
12,2001,7,7,9,11.4,Mytilus californianus,full_points,2.29465
12,2001,7,7,9,11.6,Mytilus californianus,full_points,2.26862
12,2001,7,7,9,11.8,Mytilus californianus,full_points,2.24258
12,2001,7,7,9,12.2,Mytilus californianus,full_points,2.12782
12,2001,7,7,9,12.4,Mytilus californianus,full_points,2.03907
12,2001,7,7,9,12.8,Mytilus californianus,full_points,1.86185
12,2001,7,7,9,13,Mytilus californianus,full_points,1.77339
12,2001,7,7,9,13.2,Mytilus californianus,full_points,1.68499
12,2001,7,7,9,13.4,Mytilus californianus,full_points,1.59667
12,2001,7,7,9,13.8,Mytilus californianus,full_points,0.75667
12,2001,7,7,9,14,Mytilus californianus,full_points,1.72667
12,2001,7,7,9,14.2,Mytilus californianus,full_points,1.8116
12,2001,7,7,9,14.4,Mytilus californianus,full_points,1.89667
12,2001,7,7,9,14.6,Mytilus californianus,full_points,1.87655
12,2001,7,7,9,14.8,Mytilus californianus,full_points,1.85658
12,2001,7,7,9,15,Mytilus californianus,full_points,1.83667
12,2001,7,7,9,15.2,Mytilus californianus,full_points,1.81656
12,2001,7,7,9,15.4,Mytilus californianus,full_points,1.79663
12,2001,7,7,9,15.6,Mytilus californianus,full_points,1.77667
12,2001,7,7,9,15.8,Mytilus californianus,full_points,1.83168
12,2001,7,7,9,16.2,Mytilus californianus,full_points,1.87474
12,2001,7,7,9,16.4,Mytilus californianus,full_points,1.86273
12,2001,7,7,9,16.6,Mytilus californianus,full_points,1.85083
12,2001,7,7,9,16.8,Mytilus californianus,full_points,1.83885
12,2001,7,7,9,17,Mytilus californianus,full_points,1.82667
